lemma	homonym	doc
Pappi	PROPN	overlaps more common *Pappi* (priest)
Pappila	PROPN	overlaps more common *Pappila* (FIXME)
Papu	PROPN	overlaps more common *Papu* (bean)
par	PROPN	This noun means a par in e.g., golf but overlaps forms of very common *paras* (best) among others.
Parantaa	PROPN	overlaps more common *Parantaa* (heal)
Paratiisi	PROPN	overlaps more common *Paratiisi* (paradise)
Parila	PROPN	overlaps more common *Parila* (clamp)
Paristo	PROPN	overlaps more common *Paristo* (battery)
Parkki	PROPN	overlaps more common *Parkki* (park)
Parku	PROPN	overlaps more common *Parku* (cry)
Parkua	PROPN	overlaps more common *Parkua* (cry)
Parras	PROPN	overlaps more common *Parras* (FIXME)
Parsi	PROPN	overlaps more common *Parsi* (FIXME)
Parta	PROPN	overlaps more common *Parta* (beard)
Partio	PROPN	overlaps more common *Partio* (scouts)
Parvi	PROPN	overlaps more common *Parvi* (group)
Paskoja	PROPN	overlaps more common *Paskoja* (shitter)
Passi	PROPN	overlaps more common *Passi* (passport)
Pata	PROPN	overlaps more common *Pata* (pot)
Pataässä	PROPN	overlaps more common *Pataässä* (ace of spades)
Pato	PROPN	overlaps more common *Pato* (dam)
Patteri	PROPN	overlaps more common *Patteri* (radiator)
Patti	PROPN	overlaps more common *Patti* (bump)
Patu	PROPN	overlaps more common *Patu* (guy)
Pauhu	PROPN	overlaps more common *Pauhu* (FIXME)
Paukku	PROPN	overlaps more common *Paukku* (boom)
Pauna	PROPN	overlaps more common *Pauna* (FIXME)
Paviljonki	PROPN	overlaps more common *Paviljonki* (pavillion)
PDF	PROPN	Portable Document Format
Pedaali	PROPN	overlaps more common *Pedaali* (pedal)
Pehko	PROPN	overlaps more common *Pehko* (FIXME)
Peikko	PROPN	overlaps more common *Peikko* (troll)
Peippo	PROPN	overlaps more common *Peippo* (tit)
Peipponen	PROPN	overlaps more common *Peipponen* (tit)
Peitsi	PROPN	overlaps more common *Peitsi* (spear)
Pelimanni	PROPN	overlaps more common *Pelimanni* (player)
Pellava	PROPN	overlaps more common *Pellava* (willow)
Pelle	PROPN	overlaps more common *Pelle* (clown)
Pelto	PROPN	overlaps more common *Pelto* (field)
Peltomaa	PROPN	overlaps more common *Peltomaa* (FIXME)
Penger	PROPN	overlaps more common *Penger* (ditch)
Peni	PROPN	overlaps more common *Peni* (dog)
Penikka	PROPN	overlaps more common *Penikka* (FIXME)
Penkere	PROPN	overlaps more common *Penkere* (FIXME)
Penkki	PROPN	overlaps more common *Penkki* (bench)
Penni	PROPN	overlaps more common *Penni* (penny)
Pensas	PROPN	overlaps more common *Pensas* (busj)
Pensasto	PROPN	overlaps more common *Pensasto* (FIXME)
Pensseli	PROPN	overlaps more common *Pensseli* (brush)
Pentu	PROPN	overlaps more common *Pentu* (kid)
Perestroika	PROPN	overlaps more common *Perestroika* (perstroika)
Perhe	PROPN	overlaps more common *Perhe* (family)
Perho	PROPN	overlaps more common *Perho* (fly)
periksi	PROPN	usually seen as adverb (give up), but can be analysed as translative of the noun *perä* (rear)
perille	PROPN	usually seen as adverb (into destination), but overlaps allative of the noun *perä* (rear)
perillä	PROPN	usually seen as adverb (at goal point), but can be analysed as adessive of the noun *perä* (rear)
Perimmäinen	PROPN	overlaps more common *Perimmäinen* (last)
Perintö	PROPN	overlaps more common *Perintö* (inheritance)
Perkuu	PROPN	overlaps more common *Perkuu* (FIXME)
Permanto	PROPN	overlaps more common *Permanto* (FIXME)
Perna	PROPN	overlaps more common *Perna* (spleen)
Perso	PROPN	overlaps more common *Perso* (FIXME)
Perunamaa	PROPN	overlaps more common *Perunamaa* (potatoland)
perusteella	PROPN	adposition (because of) when can be attached to a genitive NP, otherwise noun forms of *peruste* (basis)
Pervo	PROPN	overlaps more common *Pervo* (perv)
Perä	PROPN	overlaps more common *Perä* (butt)
Peräkulma	PROPN	overlaps more common *Peräkulma* (FIXME)
Peräkylä	PROPN	overlaps more common *Peräkylä* (back village)
Perälaita	PROPN	overlaps more common *Perälaita* (FIXME)
Perällinen	PROPN	overlaps more common *Perällinen* (FIXME)
Peräportti	PROPN	overlaps more common *Peräportti* (back gate)
Peräpukama	PROPN	overlaps more common *Peräpukama* (FIXME)
Perätön	PROPN	overlaps more common *Perätön* (baseless)
Pesemätön	PROPN	overlaps more common *Pesemätön* (unwashed)
Pesu	PROPN	overlaps more common *Pesu* (wash)
Pesä	PROPN	overlaps more common *Pesä* (nest)
Pesäpönttö	PROPN	overlaps more common *Pesäpönttö* (FIXME)
Petkele	PROPN	overlaps more common *Petkele* (FIXME)
Pettäjä	PROPN	overlaps more common *Pettäjä* (traitor)
Petäjä	PROPN	overlaps more common *Petäjä* (fir)
Petäjäinen	PROPN	overlaps more common *Petäjäinen* (FIXME)
Peukalo	PROPN	overlaps more common *Peukalo* (thumb)
Peukalohanka	PROPN	overlaps more common *Peukalohanka* (FIXME)
Peukaloinen	PROPN	overlaps more common *Peukaloinen* (thumbella)
Peura	PROPN	overlaps more common *Peura* (deer)
Pia	PROPN	overlaps forms of very common *pian* (soon).
Picnic	PROPN	overlaps more common *Picnic* (picnic)
Pientalo	PROPN	overlaps more common *Pientalo* (small house)
Pieru	PROPN	overlaps more common *Pieru* (fart)
Piha	PROPN	overlaps  very common *piha* (yard).
Pihamaa	PROPN	overlaps more common *Pihamaa* (FIXME)
Pihlaja	PROPN	overlaps more common *Pihlaja* (FIXME)
Pihti	PROPN	overlaps more common *Pihti* (FIXME)
Pii	PROPN	overlaps more common *Pii* (pi, silicon)
Piika	PROPN	overlaps more common *Piika* (wench)
Piikivi	PROPN	overlaps more common *Piikivi* (silicon)
Piikki	PROPN	overlaps more common *Piikki* (spike)
Piikkinen	PROPN	overlaps more common *Piikkinen* (FIXME)
Piilo	PROPN	overlaps more common *Piilo* (hideout)
Piilopirtti	PROPN	overlaps more common *Piilopirtti* (hideout house)
Piimä	PROPN	overlaps more common *Piimä* (sourmilk)
Piippu	PROPN	overlaps more common *Piippu* (pipe)
Piiri	PROPN	overlaps more common *Piiri* (ring)
Piironki	PROPN	overlaps more common *Piironki* (FIXME)
Piirto	PROPN	overlaps more common *Piirto* (drawing)
Piiru	PROPN	overlaps more common *Piiru* (FIXME)
Piispa	PROPN	overlaps more common *Piispa* (bishop)
Piispanristi	PROPN	overlaps more common *Piispanristi* (FIXME)
Pikatie	PROPN	overlaps more common *Pikatie* (expressway)
Pikinokka	PROPN	overlaps more common *Pikinokka* (FIXME)
Pikkukanava	PROPN	overlaps more common *Pikkukanava* (little chnnel)
Pikkukivi	PROPN	overlaps more common *Pikkukivi* (FIXME)
Pikkukylä	PROPN	overlaps more common *Pikkukylä* (FIXME)
Pikkumäki	PROPN	overlaps more common *Pikkumäki* (FIXME)
Pikkuosa	PROPN	overlaps more common *Pikkuosa* (FIXME)
Pikkupoika	PROPN	overlaps more common *Pikkupoika* (FIXME)
Pikkuryssä	PROPN	overlaps more common *Pikkuryssä* (FIXME)
Pila	PROPN	overlaps more common *Pila* (gag)
Pilkka	PROPN	overlaps more common *Pilkka* (insult)
Pilkottu	PROPN	overlaps more common *Pilkottu* (split)
Pilleri	PROPN	overlaps more common *Pilleri* (pill)
Pilli	PROPN	overlaps more common *Pilli* (straw)
Pillistö	PROPN	overlaps more common *Pillistö* (FIXME)
Piltti	PROPN	overlaps more common *Piltti* (kid)
Pilvi	PROPN	overlaps more common *Pilvi* (cloud)
Pilvilinna	PROPN	overlaps more common *Pilvilinna* (FIXME)
Pilvinen	PROPN	overlaps more common *Pilvinen* (cloudy)
Pinni	PROPN	overlaps more common *Pinni* (pin)
Pinta	PROPN	overlaps more common *Pinta* (surface)
Pipo	PROPN	overlaps more common *Pipo* (hat)
Pippuri	PROPN	overlaps more common *Pippuri* (pepper)
Pirssi	PROPN	overlaps more common *Pirssi* (car)
Pirta	PROPN	overlaps more common *Pirta* (FIXME)
Pirtti	PROPN	overlaps more common *Pirtti* (FIXME)
Pirunpelto	PROPN	overlaps more common *Pirunpelto* (FIXME)
Pisara	PROPN	overlaps more common *Pisara* (droplet)
Piski	PROPN	overlaps more common *Piski* (mutt)
Piste	PROPN	overlaps more common *Piste* (dot)
Pisto	PROPN	overlaps more common *Pisto* (injection)
Pistooli	PROPN	overlaps more common *Pistooli* (pistol)
Pitko	PROPN	overlaps more common *Pitko* (FIXME)
Pitkä	PROPN	overlaps  very common *pitkä* (long).
Pitkäinen	PROPN	overlaps more common *Pitkäinen* (FIXME)
pitkällä	PROPN	usually seen as adverb (afar), but can be analysed as possessive elative of the adjective *pitkä* (long)
pitkään	PROPN	usually seen as adverb (a long time), but can be analysed as illative of the adjective *pitkä* (long, tall)
Pitsi	PROPN	overlaps more common *Pitsi* (FIXME)
Pitäjäläinen	PROPN	overlaps more common *Pitäjäläinen* (FIXME)
Pitämä	PROPN	overlaps more common *Pitämä* (FIXME)
Piuha	PROPN	overlaps more common *Piuha* (cable)
Piukka	PROPN	overlaps more common *Piukka* (tight)
Plaani	PROPN	overlaps more common *Plaani* (plane)
Plakkari	PROPN	overlaps more common *Plakkari* (FIXME)
Plakki	PROPN	overlaps more common *Plakki* (plaque)
Plankki	PROPN	overlaps more common *Plankki* (plank)
Platy	PROPN	overlaps more common *Platy* (platy)
Pläsi	PROPN	overlaps more common *Pläsi* (face)
Pohatta	PROPN	overlaps more common *Pohatta* (rich)
Pohja	PROPN	overlaps more common *Pohja* (bottom)
Pohjahiekka	PROPN	overlaps more common *Pohjahiekka* (FIXME)
Pohjalainen	PROPN	overlaps more common *Pohjalainen* (FIXME)
Pohjanmies	PROPN	overlaps more common *Pohjanmies* (FIXME)
Pohjanpalo	PROPN	overlaps more common *Pohjanpalo* (FIXME)
Pohjantähti	PROPN	overlaps more common *Pohjantähti* (FIXME)
Pohjaton	PROPN	overlaps more common *Pohjaton* (bottomless)
Pohjatuuli	PROPN	overlaps more common *Pohjatuuli* (northwind)
Pohjoinen	PROPN	overlaps more common *Pohjoinen* (north)
Pohjoismaa	PROPN	overlaps more common *Pohjoismaa* (nordic country)
Pohjoisnapa	PROPN	overlaps more common *Pohjoisnapa* (north pole)
Pohjoisrinne	PROPN	overlaps more common *Pohjoisrinne* (north hill)
Pohjola	PROPN	overlaps more common *Pohjola* (nordic)
Poika	PROPN	overlaps more common *Poika* (boy)
Poikanen	PROPN	overlaps more common *Poikanen* (offspring)
Poikkeus	PROPN	overlaps more common *Poikkeus* (exception)
Poikkikäytävä	PROPN	overlaps more common *Poikkikäytävä* (crossway)
Poikkipuolinen	PROPN	overlaps more common *Poikkipuolinen* (cross)
Poikkitie	PROPN	overlaps more common *Poikkitie* (FIXME)
Poju	PROPN	overlaps more common *Poju* (boy)
Poka	PROPN	overlaps more common *Poka* (FIXME)
Pokka	PROPN	overlaps more common *Pokka* (pokerface)
Polku	PROPN	overlaps more common *Polku* (path)
Pollari	PROPN	overlaps more common *Pollari* (police)
Polle	PROPN	overlaps more common *Polle* (horse)
Polo	PROPN	overlaps more common *Polo* (poor)
Polttimo	PROPN	overlaps more common *Polttimo* (FIXME)
Poltto	PROPN	overlaps more common *Poltto* (FIXME)
Polveke	PROPN	overlaps more common *Polveke* (FIXME)
Polvi	PROPN	overlaps more common *Polvi* (knee)
Ponneton	PROPN	overlaps more common *Ponneton* (FIXME)
Ponsi	PROPN	overlaps more common *Ponsi* (FIXME)
Ponteva	PROPN	overlaps more common *Ponteva* (FIXME)
Porattu	PROPN	overlaps more common *Porattu* (drilled)
Pore	PROPN	overlaps more common *Pore* (sparkle)
Pormestari	PROPN	overlaps more common *Pormestari* (mayor)
Poro	PROPN	overlaps more common *Poro* (reindeer)
Porras	PROPN	overlaps more common *Porras* (step)
Porraskivi	PROPN	overlaps more common *Porraskivi* (stepping stone)
Porrasperä	PROPN	overlaps more common *Porrasperä* (FIXME)
Porstua	PROPN	overlaps more common *Porstua* (FIXME)
Portti	PROPN	overlaps more common *Portti* (gate)
Porvari	PROPN	overlaps more common *Porvari* (bourgeois)
Poskiparta	PROPN	overlaps more common *Poskiparta* (FIXME)
Posti	PROPN	overlaps more common *Posti* (post)
Potaska	PROPN	overlaps more common *Potaska* (potassium)
Potero	PROPN	overlaps more common *Potero* (FIXME)
Potka	PROPN	overlaps more common *Potka* (bacon)
Potkia	PROPN	overlaps more common *Potkia* (kick)
Potku	PROPN	overlaps more common *Potku* (kick)
Potta	PROPN	overlaps more common *Potta* (FIXME)
Potti	PROPN	overlaps more common *Potti* (fIXME)
Poukama	PROPN	overlaps more common *Poukama* (FIXME)
Pouta	PROPN	overlaps more common *Pouta* (FIXME)
Povi	PROPN	overlaps more common *Povi* (breast)
PPI	PROPN	Points Per Inch
PR	PROPN	Public Relations
Prinsessa	PROPN	overlaps more common *Prinsessa* (princess)
Prinssi	PROPN	overlaps more common *Prinssi* (prince)
Pro	PROPN	overlaps more common *Pro* (pro)
Proto	PROPN	overlaps more common *Proto* (proto)
Präntti	PROPN	overlaps more common *Präntti* (FIXME)
Pudas	PROPN	overlaps more common *Pudas* (FIXME)
Puhto	PROPN	overlaps more common *Puhto* (FIXME)
Puhumaton	PROPN	overlaps more common *Puhumaton* (unsaid)
Puikko	PROPN	overlaps more common *Puikko* (stick)
Puiseva	PROPN	overlaps more common *Puiseva* (FIXME)
Puistikko	PROPN	overlaps more common *Puistikko* (park)
Puisto	PROPN	overlaps more common *Puisto* (park)
Puistometsä	PROPN	overlaps more common *Puistometsä* (FIXME)
Pujo	PROPN	overlaps more common *Pujo* (grass)
Pujoparta	PROPN	overlaps more common *Pujoparta* (FIXME)
Pukama	PROPN	overlaps more common *Pukama* (FIXME)
Pukinparta	PROPN	overlaps more common *Pukinparta* (goat beard)
Pukinsarvi	PROPN	overlaps more common *Pukinsarvi* (FIXME)
Pukkari	PROPN	overlaps more common *Pukkari* (FIXME)
Pukki	PROPN	overlaps more common *Pukki* (goat)
Pula	PROPN	overlaps more common *Pula* (trouble)
Pulju	PROPN	overlaps more common *Pulju* (shop)
Pulkka	PROPN	overlaps more common *Pulkka* (sled)
Pulkkamäki	PROPN	overlaps more common *Pulkkamäki* (FIXME)
Pulla	PROPN	overlaps more common *Pulla* (bun)
Pullero	PROPN	overlaps more common *Pullero* (FIXME)
Pulliainen	PROPN	overlaps more common *Pulliainen* (FIXME)
Pullo	PROPN	overlaps more common *Pullo* (bottle)
Pullukka	PROPN	overlaps more common *Pullukka* (FIXME)
Pulma	PROPN	overlaps more common *Pulma* (crux)
Pulmunen	PROPN	overlaps more common *Pulmunen* (FIXME)
Pulska	PROPN	overlaps more common *Pulska* (fat)
Pultti	PROPN	overlaps more common *Pultti* (FIXME)
Pummi	PROPN	overlaps more common *Pummi* (bum)
Punamulta	PROPN	overlaps more common *Punamulta* (FIXME)
Punapää	PROPN	overlaps more common *Punapää* (redhead)
Punikki	PROPN	overlaps more common *Punikki* (FIXME)
Punkka	PROPN	overlaps more common *Punkka* (bed)
Punkki	PROPN	overlaps more common *Punkki* (tick)
Punta	PROPN	overlaps more common *Punta* (pound)
Puntari	PROPN	overlaps more common *Puntari* (FIXME)
Puntti	PROPN	overlaps more common *Puntti* (FIXME)
Puoleinen	PROPN	overlaps more common *Puoleinen* (FIXME)
Puolimatka	PROPN	overlaps more common *Puolimatka* (halfway)
Puoliväli	PROPN	overlaps more common *Puoliväli* (halfway)
Puolue	PROPN	overlaps more common *Puolue* (party)
Puolukka	PROPN	overlaps more common *Puolukka* (lingonberry)
Puomi	PROPN	overlaps more common *Puomi* (beam)
Puoskari	PROPN	overlaps more common *Puoskari* (quack)
Pupu	PROPN	overlaps more common *Pupu* (bunny)
Purje	PROPN	overlaps more common *Purje* (sail)
Purnu	PROPN	overlaps more common *Purnu* (FIXME)
Purnukka	PROPN	overlaps more common *Purnukka* (FIXME)
Puro	PROPN	overlaps more common *Puro* (stream)
Puronen	PROPN	overlaps more common *Puronen* (FIXME)
Puronsuu	PROPN	overlaps more common *Puronsuu* (FIXME)
Puronvarsi	PROPN	overlaps more common *Puronvarsi* (FIXME)
Purovesi	PROPN	overlaps more common *Purovesi* (FIXME)
Purra	PROPN	overlaps more common *Purra* (bite)
Pursi	PROPN	overlaps more common *Pursi* (FIXME)
Purtilo	PROPN	overlaps more common *Purtilo* (FIXME)
Puru	PROPN	overlaps more common *Puru* (bite)
Pusi	PROPN	overlaps more common *Pusi* (FIXME)
Pusikko	PROPN	overlaps more common *Pusikko* (bush)
Puska	PROPN	overlaps more common *Puska* (bush)
Puskisto	PROPN	overlaps more common *Puskisto* (FIXME)
Pussi	PROPN	overlaps more common *Pussi* (bag)
Pussinperä	PROPN	overlaps more common *Pussinperä* (FIXME)
Pusu	PROPN	overlaps more common *Pusu* (kiss)
Puteli	PROPN	overlaps more common *Puteli* (bottle)
Putka	PROPN	overlaps more common *Putka* (jail)
Putki	PROPN	overlaps more common *Putki* (pipe)
Putkisto	PROPN	overlaps more common *Putkisto* (pipes)
Putti	PROPN	overlaps more common *Putti* (putt)
Puu	PROPN	overlaps  very common *puu* (tree).
Puuha	PROPN	overlaps more common *Puuha* (doing stuff)
Puujalka	PROPN	overlaps more common *Puujalka* (peg leg)
Puukko	PROPN	overlaps more common *Puukko* (knife)
Puuraja	PROPN	overlaps more common *Puuraja* (wood line)
Puusilta	PROPN	overlaps more common *Puusilta* (wood bridge)
Puuska	PROPN	overlaps more common *Puuska* (FIXME)
Puute	PROPN	overlaps  very common *puute* (deficit).
Pyhä	PROPN	overlaps  very common *pyhä* (holy).
Pykälä	PROPN	overlaps more common *Pykälä* (law section)
Pykäläinen	PROPN	overlaps more common *Pykäläinen* (FIXME)
Pylkkä	PROPN	overlaps more common *Pylkkä* (FIXME)
Pylpyrä	PROPN	overlaps more common *Pylpyrä* (circle)
Pylväs	PROPN	overlaps more common *Pylväs* (pillar)
Pyrintö	PROPN	overlaps more common *Pyrintö* (try)
Pyry	PROPN	overlaps more common *Pyry* (flurry)
Pyssy	PROPN	overlaps more common *Pyssy* (gun)
Pyssynperä	PROPN	overlaps more common *Pyssynperä* (FIXME)
Pysty	PROPN	overlaps more common *Pysty* (vertical)
Pystykivi	PROPN	overlaps more common *Pystykivi* (FIXME)
Pysäkki	PROPN	overlaps more common *Pysäkki* (stop)
Pytinki	PROPN	overlaps more common *Pytinki* (building)
Pytty	PROPN	overlaps more common *Pytty* (FIXME)
Pyy	PROPN	overlaps more common *Pyy* (bird)
Pyylevä	PROPN	overlaps more common *Pyylevä* (fat)
Pyöreä	PROPN	overlaps more common *Pyöreä* (circle)
Pyöriä	PROPN	overlaps more common *Pyöriä* (go round)
Pyöriäinen	PROPN	overlaps more common *Pyöriäinen* (dolphin)
Pyörre	PROPN	overlaps more common *Pyörre* (tornado)
Pyörtää	PROPN	overlaps more common *Pyörtää* (turn around)
Pyörykkä	PROPN	overlaps more common *Pyörykkä* (ball)
Pyörä	PROPN	overlaps more common *Pyörä* (wheel)
Pyöveli	PROPN	overlaps more common *Pyöveli* (executor)
Pähkinä	PROPN	overlaps more common *Pähkinä* (nut)
Pähkinäinen	PROPN	overlaps more common *Pähkinäinen* (nutty)
Päiste	PROPN	overlaps more common *Päiste* (FIXME)
Päivikki	PROPN	overlaps more common *Päivikki* (FIXME)
Päivittäistavarakauppa	PROPN	overlaps more common *Päivittäistavarakauppa* (FIXME)
Päivä	PROPN	overlaps more common *Päivä* (day)
Päivänen	PROPN	overlaps more common *Päivänen* (FIXME)
Pälli	PROPN	overlaps more common *Pälli* (FIXME)
Pälvi	PROPN	overlaps more common *Pälvi* (FIXME)
Pännä	PROPN	overlaps more common *Pännä* (FIXME)
Pärrä	PROPN	overlaps more common *Pärrä* (FIXME)
Pässi	PROPN	overlaps more common *Pässi* (goat)
Pässinpää	PROPN	overlaps more common *Pässinpää* (goathead)
Pätsi	PROPN	overlaps more common *Pätsi* (hell)
Pätäkkä	PROPN	overlaps more common *Pätäkkä* (money)
Päähine	PROPN	overlaps more common *Päähine* (headgear)
Pääjoki	PROPN	overlaps more common *Pääjoki* (headrver)
Pääkallo	PROPN	overlaps more common *Pääkallo* (skull)
Pääkallonpaikka	PROPN	overlaps more common *Pääkallonpaikka* (skull place)
Päällinen	PROPN	overlaps more common *Päällinen* (cover)
Päämaja	PROPN	overlaps more common *Päämaja* (hq)
